,,Services Delivery Specialist - Gold,sue_hartmann@data3.com.au,,
,,Hyper-converged Specialist,Visit Website,,
,,IT Management Specialist - Silver,,,
,,Sever Specialist - Gold,,,
,,Networking Specialist - Silver,,,
Data#3,PLATINUM Partner,Services Specialist - Gold,59 Clinker Street,1300 655711,sue_hartmann@data3.com.au
,,Converged Infrastructure Specialist - Platinum,"Darra, QLD 4076",,
,,Storage Specialist - Gold,1300 655711,,
,,Services Delivery Specialist - Gold,sue_hartmann@data3.com.au,,
,,Hyper-converged Specialist,Visit Website,,
,,IT Management Specialist - Silver,,,
,,Sever Specialist - Gold,,,
,,Networking Specialist - Silver,,,
Data#3,PLATINUM Partner,Services Specialist - Gold,35-37 Dunlop RoadLevel 15,1300 655711,sue_hartmann@data3.com.au
,,Converged Infrastructure Specialist - Platinum,"Mulgrave, VIC 3170",,
,,Storage Specialist - Gold,1300 655711,,
,,Services Delivery Specialist - Gold,sue_hartmann@data3.com.au,,
,,Hyper-converged Specialist,Visit Website,,
,,IT Management Specialist - Silver,,,
,,Sever Specialist - Gold,,,
,,Networking Specialist - Silver,,,
Data#3,PLATINUM Partner,Services Specialist - Gold,35-37 Dunlop RoadLevel 15,1300 655711,sue_hartmann@data3.com.au
,,Converged Infrastructure Specialist - Platinum,"Mulgrave, VIC 3170",,
,,Storage Specialist - Gold,1300 655711,,
,,Services Delivery Specialist - Gold,sue_hartmann@data3.com.au,,
,,Hyper-converged Specialist,Visit Website,,
,,IT Management Specialist - Silver,,,
,,Sever Specialist - Gold,,,
,,Networking Specialist - Silver,,,
Data#3,PLATINUM Partner,Services Specialist - Gold,35-37 Dunlop RoadLevel 15,1300 655711,sue_hartmann@data3.com.au
,,Converged Infrastructure Specialist - Platinum,"Mulgrave, VIC 3170",,
,,Storage Specialist - Gold,1300 655711,,
,,Services Delivery Specialist - Gold,sue_hartmann@data3.com.au,,
,,Hyper-converged Specialist,Visit Website,,
,,IT Management Specialist - Silver,,,
,,Sever Specialist - Gold,,,
,,Networking Specialist - Silver,,,
Data#3,PLATINUM Partner,Services Specialist - Gold,35-37 Dunlop RoadLevel 15,1300 655711,sue_hartmann@data3.com.au
,,Converged Infrastructure Specialist - Platinum,"Mulgrave, VIC 3170",,
,,Storage Specialist - Gold,1300 655711,,
,,Services Delivery Specialist - Gold,sue_hartmann@data3.com.au,,
,,Hyper-converged Specialist,Visit Website,,
,,IT Management Specialist - Silver,,,
,,Sever Specialist - Gold,,,
,,Networking Specialist - Silver,,,
Data#3,PLATINUM Partner,Services Specialist - Gold,297 Pirie Street,1300 655711,sue_hartmann@data3.com.au
,,Converged Infrastructure Specialist - Platinum,"Adelaide, SA 5000",,
,,Storage Specialist - Gold,1300232823,,
,,Services Delivery Specialist - Gold,online@data3.com.au,,
,,Hyper-converged Specialist,Visit Website,,
,,IT Management Specialist - Silver,,,
,,Sever Specialist - Gold,,,
,,Networking Specialist - Silver,,,
Data#3,PLATINUM Partner,Services Specialist - Gold,297 Pirie Street,1300 655711,sue_hartmann@data3.com.au
,,Converged Infrastructure Specialist - Platinum,"Adelaide, SA 5000",,
,,Storage Specialist - Gold,1300232823,,
,,Services Delivery Specialist - Gold,online@data3.com.au,,
,,Hyper-converged Specialist,Visit Website,,
,,IT Management Specialist - Silver,,,
,,Sever Specialist - Gold,,,
,,Networking Specialist - Silver,,,
Data#3,PLATINUM Partner,Services Specialist - Gold,67 High Street,1300 655711,sue_hartmann@data3.com.au
,,Converged Infrastructure Specialist - Platinum,"Toowong, QLD 4066",,
,,Storage Specialist - Gold,1300 23 28 23,,
,,Services Delivery Specialist - Gold,online@data3.com.au,,
,,Hyper-converged Specialist,Visit Website,,
,,IT Management Specialist - Silver,,,
,,Sever Specialist - Gold,,,
,,Networking Specialist - Silver,,,
Data#3,PLATINUM Partner,Services Specialist - Gold,67 High Street,1300 655711,sue_hartmann@data3.com.au
,,Converged Infrastructure Specialist - Platinum,"Toowong, QLD 4066",,
,,Storage Specialist - Gold,1300 23 28 23,,
,,Services Delivery Specialist - Gold,online@data3.com.au,,
,,Hyper-converged Specialist,Visit Website,,
,,IT Management Specialist - Silver,,,
,,Sever Specialist - Gold,,,
,,Networking Specialist - Silver,,,
Data#3,PLATINUM Partner,Services Specialist - Gold,67 High Street,1300 655711,sue_hartmann@data3.com.au
,,Converged Infrastructure Specialist - Platinum,"Toowong, QLD 4066",,
,,Storage Specialist - Gold,1300 23 28 23,,
,,Services Delivery Specialist - Gold,online@data3.com.au,,
,,Hyper-converged Specialist,Visit Website,,
,,IT Management Specialist - Silver,,,
,,Sever Specialist - Gold,,,
,,Networking Specialist - Silver,,,
Data#3,PLATINUM Partner,Services Specialist - Gold,67 High Street,1300 655711,sue_hartmann@data3.com.au
,,Converged Infrastructure Specialist - Platinum,"Toowong, QLD 4066",,
,,Storage Specialist - Gold,1300 23 28 23,,
,,Services Delivery Specialist - Gold,online@data3.com.au,,
,,Hyper-converged Specialist,Visit Website,,
,,IT Management Specialist - Silver,,,
,,Sever Specialist - Gold,,,
,,Networking Specialist - Silver,,,
Data#3,PLATINUM Partner,Services Specialist - Gold,297 Pirie Street,1300 655711,sue_hartmann@data3.com.au
,,Converged Infrastructure Specialist - Platinum,"Adelaide, SA 5000",,
,,Storage Specialist - Gold,1300232823,,
,,Services Delivery Specialist - Gold,online@data3.com.au,,
,,Hyper-converged Specialist,Visit Website,,
,,IT Management Specialist - Silver,,,
,,Sever Specialist - Gold,,,
,,Networking Specialist - Silver,,,
NTT COM ICT Solutions (Australia) Pty Ltd,PLATINUM Partner,Services Specialist - Gold,65 Park Road,1300 655711,sue_hartmann@data3.com.au
,,Storage Specialist - Gold,"Milton, QLD 4064",,
,,Services Delivery Specialist - Gold,07 35128400,,
,,IT Management Specialist - Silver,sales@nttict.com,,
,,Sever Specialist - Gold,Visit Website,,
,,Networking Specialist - Silver,,,
,,Information Governance Specialist - Silver,,,
,,Information Management Specialist - Silver,,,
NTT COM ICT Solutions (Australia) Pty Ltd,PLATINUM Partner,Services Specialist - Gold,65 Park Road,1300 655711,sue_hartmann@data3.com.au
,,Storage Specialist - Gold,"Milton, QLD 4064",,
,,Services Delivery Specialist - Gold,07 35128400,,
,,IT Management Specialist - Silver,sales@nttict.com,,
,,Sever Specialist - Gold,Visit Website,,
,,Networking Specialist - Silver,,,
,,Information Governance Specialist - Silver,,,
,,Information Management Specialist - Silver,,,
NTT COM ICT Solutions (Australia) Pty Ltd,PLATINUM Partner,Services Specialist - Gold,65 Park Road,1300 655711,sue_hartmann@data3.com.au
,,Storage Specialist - Gold,"Milton, QLD 4064",,
,,Services Delivery Specialist - Gold,07 35128400,,
,,IT Management Specialist - Silver,sales@nttict.com,,
,,Sever Specialist - Gold,Visit Website,,
,,Networking Specialist - Silver,,,
,,Information Governance Specialist - Silver,,,
,,Information Management Specialist - Silver,,,
NTT COM ICT Solutions (Australia) Pty Ltd,PLATINUM Partner,Services Specialist - Gold,65 Park Road,1300 655711,sue_hartmann@data3.com.au
,,Storage Specialist - Gold,"Milton, QLD 4064",,
,,Services Delivery Specialist - Gold,07 35128400,,
,,IT Management Specialist - Silver,sales@nttict.com,,
,,Sever Specialist - Gold,Visit Website,,
,,Networking Specialist - Silver,,,
,,Information Governance Specialist - Silver,,,
,,Information Management Specialist - Silver,,,
NTT COM ICT Solutions (Australia) Pty Ltd,PLATINUM Partner,Services Specialist - Gold,19 Barry DriveLevel 2,1300 655711,sue_hartmann@data3.com.au
,,Storage Specialist - Gold,"Turner, ACT 2612",,
,,Services Delivery Specialist - Gold,02 62293600,,
,,IT Management Specialist - Silver,sales@nttict.com,,
,,Sever Specialist - Gold,Visit Website,,
,,Networking Specialist - Silver,,,
,,Information Governance Specialist - Silver,,,
,,Information Management Specialist - Silver,,,
NTT COM ICT Solutions (Australia) Pty Ltd,PLATINUM Partner,Services Specialist - Gold,19 Barry DriveLevel 2,1300 655711,sue_hartmann@data3.com.au
,,Storage Specialist - Gold,"Turner, ACT 2612",,
,,Services Delivery Specialist - Gold,02 62293600,,
,,IT Management Specialist - Silver,sales@nttict.com,,
,,Sever Specialist - Gold,Visit Website,,
,,Networking Specialist - Silver,,,
,,Information Governance Specialist - Silver,,,
,,Information Management Specialist - Silver,,,
NTT COM ICT Solutions (Australia) Pty Ltd,PLATINUM Partner,Services Specialist - Gold,19 Barry DriveLevel 2,1300 655711,sue_hartmann@data3.com.au
,,Storage Specialist - Gold,"Turner, ACT 2612",,
,,Services Delivery Specialist - Gold,02 62293600,,
,,IT Management Specialist - Silver,sales@nttict.com,,
,,Sever Specialist - Gold,Visit Website,,
,,Networking Specialist - Silver,,,
,,Information Governance Specialist - Silver,,,
,,Information Management Specialist - Silver,,,
NTT COM ICT Solutions (Australia) Pty Ltd,PLATINUM Partner,Services Specialist - Gold,19 Barry DriveLevel 2,1300 655711,sue_hartmann@data3.com.au
,,Storage Specialist - Gold,"Turner, ACT 2612",,
,,Services Delivery Specialist - Gold,02 62293600,,
,,IT Management Specialist - Silver,sales@nttict.com,,
,,Sever Specialist - Gold,Visit Website,,
,,Networking Specialist - Silver,,,
,,Information Governance Specialist - Silver,,,
,,Information Management Specialist - Silver,,,
NEC IT Services Australia Pty Ltd,PLATINUM Partner,Services Specialist - Silver,16 Swann Crescent,02 99302000,craig.singleton@necit.com.au
,,IT Operations Specialist - Gold,"Winnellie, VIC 0820",,
,,Storage Specialist - Gold,02 99302000,,
,,Services Delivery Specialist - Silver,craig.singleton@necit.com.au,,
,,IT Management Specialist - Silver,,,
,,Networking Specialist - Silver,,,
NEC IT Services Australia Pty Ltd,PLATINUM Partner,Services Specialist - Silver,167 Eagle StreetUnit 16,02 99302000,craig.singleton@necit.com.au
,,IT Operations Specialist - Gold,"Brisbane, QLD 4000",,
,,Storage Specialist - Gold,02 99302000,,
,,Services Delivery Specialist - Silver,craig.singleton@necit.com.au,,
,,IT Management Specialist - Silver,,,
,,Networking Specialist - Silver,,,
NEC IT Services Australia Pty Ltd,PLATINUM Partner,Services Specialist - Silver,167 Eagle StreetUnit 16,02 99302000,craig.singleton@necit.com.au
,,IT Operations Specialist - Gold,"Brisbane, QLD 4000",,
,,Storage Specialist - Gold,02 99302000,,
,,Services Delivery Specialist - Silver,craig.singleton@necit.com.au,,
,,IT Management Specialist - Silver,,,
,,Networking Specialist - Silver,,,
NEC IT Services Australia Pty Ltd,PLATINUM Partner,Services Specialist - Silver,167 Eagle StreetUnit 16,02 99302000,craig.singleton@necit.com.au
,,IT Operations Specialist - Gold,"Brisbane, QLD 4000",,
,,Storage Specialist - Gold,02 99302000,,
,,Services Delivery Specialist - Silver,craig.singleton@necit.com.au,,
,,IT Management Specialist - Silver,,,
,,Networking Specialist - Silver,,,
NEC IT Services Australia Pty Ltd,PLATINUM Partner,Services Specialist - Silver,167 Eagle StreetUnit 16,02 99302000,craig.singleton@necit.com.au
,,IT Operations Specialist - Gold,"Brisbane, QLD 4000",,
,,Storage Specialist - Gold,02 99302000,,
,,Services Delivery Specialist - Silver,craig.singleton@necit.com.au,,
,,IT Management Specialist - Silver,,,
,,Networking Specialist - Silver,,,
NEC IT Services Australia Pty Ltd,PLATINUM Partner,Services Specialist - Silver,135 King StreetLevel 18A,02 99302000,craig.singleton@necit.com.au
,,IT Operations Specialist - Gold,"Sydney, NSW 2000",,
,,Storage Specialist - Gold,02 99302000,,
,,Services Delivery Specialist - Silver,craig.singleton@necit.com.au,,
,,IT Management Specialist - Silver,,,
,,Networking Specialist - Silver,,,
NEC IT Services Australia Pty Ltd,PLATINUM Partner,Services Specialist - Silver,135 King StreetLevel 18A,02 99302000,craig.singleton@necit.com.au
,,IT Operations Specialist - Gold,"Sydney, NSW 2000",,
,,Storage Specialist - Gold,02 99302000,,
,,Services Delivery Specialist - Silver,craig.singleton@necit.com.au,,
,,IT Management Specialist - Silver,,,
,,Networking Specialist - Silver,,,
NEC IT Services Australia Pty Ltd,PLATINUM Partner,Services Specialist - Silver,135 King StreetLevel 18A,02 99302000,craig.singleton@necit.com.au
,,IT Operations Specialist - Gold,"Sydney, NSW 2000",,
,,Storage Specialist - Gold,02 99302000,,
,,Services Delivery Specialist - Silver,craig.singleton@necit.com.au,,
,,IT Management Specialist - Silver,,,
,,Networking Specialist - Silver,,,
NEC IT Services Australia Pty Ltd,PLATINUM Partner,Services Specialist - Silver,135 King StreetLevel 18A,02 99302000,craig.singleton@necit.com.au
,,IT Operations Specialist - Gold,"Sydney, NSW 2000",,
,,Storage Specialist - Gold,02 99302000,,
,,Services Delivery Specialist - Silver,craig.singleton@necit.com.au,,
,,IT Management Specialist - Silver,,,
,,Networking Specialist - Silver,,,
NEC IT Services Australia Pty Ltd,PLATINUM Partner,Services Specialist - Silver,16 Swann Crescent,02 99302000,craig.singleton@necit.com.au
,,IT Operations Specialist - Gold,"Winnellie, VIC 0820",,
,,Storage Specialist - Gold,02 99302000,,
,,Services Delivery Specialist - Silver,craig.singleton@necit.com.au,,
,,IT Management Specialist - Silver,,,
,,Networking Specialist - Silver,,,
NEC IT Services Australia Pty Ltd,PLATINUM Partner,Services Specialist - Silver,16 Swann Crescent,02 99302000,craig.singleton@necit.com.au
,,IT Operations Specialist - Gold,"Winnellie, VIC 0820",,
,,Storage Specialist - Gold,02 99302000,,
,,Services Delivery Specialist - Silver,craig.singleton@necit.com.au,,
,,IT Management Specialist - Silver,,,
,,Networking Specialist - Silver,,,
NEC IT Services Australia Pty Ltd,PLATINUM Partner,Services Specialist - Silver,16 Swann Crescent,02 99302000,craig.singleton@necit.com.au
,,IT Operations Specialist - Gold,"Winnellie, VIC 0820",,
,,Storage Specialist - Gold,02 99302000,,
,,Services Delivery Specialist - Silver,craig.singleton@necit.com.au,,
,,IT Management Specialist - Silver,,,
,,Networking Specialist - Silver,,,
NEC IT Services Australia Pty Ltd,PLATINUM Partner,Services Specialist - Silver,39 Woods StreetLevel 8-9,02 99302000,craig.singleton@necit.com.au
,,IT Operations Specialist - Gold,"Darwin, VIC 0800",,
,,Storage Specialist - Silver,02 99302000,,
,,Services Delivery Specialist - Silver,craig.singleton@necit.com.au,,
,,IT Management Specialist - Silver,,,
,,Networking Specialist - Silver,,,
NEC IT Services Australia Pty Ltd,PLATINUM Partner,Services Specialist - Silver,39 Woods StreetLevel 8-9,02 99302000,craig.singleton@necit.com.au
,,IT Operations Specialist - Gold,"Darwin, VIC 0800",,
,,Storage Specialist - Silver,02 99302000,,
,,Services Delivery Specialist - Silver,craig.singleton@necit.com.au,,
,,IT Management Specialist - Silver,,,
,,Networking Specialist - Silver,,,
NEC IT Services Australia Pty Ltd,PLATINUM Partner,Services Specialist - Silver,39 Woods StreetLevel 8-9,02 99302000,craig.singleton@necit.com.au
,,IT Operations Specialist - Gold,"Darwin, VIC 0800",,
,,Storage Specialist - Silver,02 99302000,,
,,Services Delivery Specialist - Silver,craig.singleton@necit.com.au,,
,,IT Management Specialist - Silver,,,
,,Networking Specialist - Silver,,,
NEC IT Services Australia Pty Ltd,PLATINUM Partner,Services Specialist - Silver,39 Woods StreetLevel 8-9,02 99302000,craig.singleton@necit.com.au
,,IT Operations Specialist - Gold,"Darwin, VIC 0800",,
,,Storage Specialist - Silver,02 99302000,,
,,Services Delivery Specialist - Silver,craig.singleton@necit.com.au,,
,,IT Management Specialist - Silver,,,
,,Networking Specialist - Silver,,,
NEC IT Services Australia Pty Ltd,PLATINUM Partner,Services Specialist - Silver,50 Pirie StreetUnit 6,02 99302000,craig.singleton@necit.com.au
,,IT Operations Specialist - Gold,"Adelaide, SA 5000",,
,,Storage Specialist - Silver,02 99302000,,
,,Services Delivery Specialist - Silver,craig.singleton@necit.com.au,,
,,IT Management Specialist - Silver,,,
,,Networking Specialist - Silver,,,
NEC IT Services Australia Pty Ltd,PLATINUM Partner,Services Specialist - Silver,50 Pirie StreetUnit 6,02 99302000,craig.singleton@necit.com.au
,,IT Operations Specialist - Gold,"Adelaide, SA 5000",,
,,Storage Specialist - Silver,02 99302000,,
,,Services Delivery Specialist - Silver,craig.singleton@necit.com.au,,
,,IT Management Specialist - Silver,,,
,,Networking Specialist - Silver,,,
NEC IT Services Australia Pty Ltd,PLATINUM Partner,Services Specialist - Silver,50 Pirie StreetUnit 6,02 99302000,craig.singleton@necit.com.au
,,IT Operations Specialist - Gold,"Adelaide, SA 5000",,
,,Storage Specialist - Silver,02 99302000,,
,,Services Delivery Specialist - Silver,craig.singleton@necit.com.au,,
,,IT Management Specialist - Silver,,,
,,Networking Specialist - Silver,,,
NEC IT Services Australia Pty Ltd,PLATINUM Partner,Services Specialist - Silver,50 Pirie StreetUnit 6,02 99302000,craig.singleton@necit.com.au
,,IT Operations Specialist - Gold,"Adelaide, SA 5000",,
,,Storage Specialist - Silver,02 99302000,,
,,Services Delivery Specialist - Silver,craig.singleton@necit.com.au,,
,,IT Management Specialist - Silver,,,
,,Networking Specialist - Silver,,,
NEC IT Services Australia Pty Ltd and NEC IT Solutions Australia Pty Ltd,PLATINUM Partner,Services Specialist - Silver,25 A Fairbairn Ave,02 62793839,aaron.ralph@necit.com.au
,,IT Operations Specialist - Gold,"Canberra, ACT 2600",,
,,Storage Specialist - Silver,02 62793839,,
,,Services Delivery Specialist - Silver,aaron.ralph@necit.com.au,,
,,IT Management Specialist - Silver,,,
,,Networking Specialist - Silver,,,
NEC IT Services Australia Pty Ltd and NEC IT Solutions Australia Pty Ltd,PLATINUM Partner,Services Specialist - Silver,25 A Fairbairn Ave,02 62793839,aaron.ralph@necit.com.au
,,IT Operations Specialist - Gold,"Canberra, ACT 2600",,
,,Storage Specialist - Silver,02 62793839,,
,,Services Delivery Specialist - Silver,aaron.ralph@necit.com.au,,
,,IT Management Specialist - Silver,,,
,,Networking Specialist - Silver,,,
NEC IT Services Australia Pty Ltd and NEC IT Solutions Australia Pty Ltd,PLATINUM Partner,Services Specialist - Silver,25 A Fairbairn Ave,02 62793839,aaron.ralph@necit.com.au
,,IT Operations Specialist - Gold,"Canberra, ACT 2600",,
,,Storage Specialist - Silver,02 62793839,,
,,Services Delivery Specialist - Silver,aaron.ralph@necit.com.au,,
,,IT Management Specialist - Silver,,,
,,Networking Specialist - Silver,,,
NEC IT Services Australia Pty Ltd and NEC IT Solutions Australia Pty Ltd,PLATINUM Partner,Services Specialist - Silver,25 A Fairbairn Ave,02 62793839,aaron.ralph@necit.com.au
,,IT Operations Specialist - Gold,"Canberra, ACT 2600",,
,,Storage Specialist - Silver,02 62793839,,
,,Services Delivery Specialist - Silver,aaron.ralph@necit.com.au,,
,,IT Management Specialist - Silver,,,
,,Networking Specialist - Silver,,,
NEC IT Services Australia Pty Ltd,PLATINUM Partner,Services Specialist - Silver,25 Fairburn Avenue,02 62793839,aaron.ralph@necit.com.au
,,IT Operations Specialist - Gold,"Canberra, ACT 2600",,
,,Storage Specialist - Silver,02 99302000,,
,,Services Delivery Specialist - Silver,craig.singleton@necit.com.au,,
,,IT Management Specialist - Silver,,,
,,Networking Specialist - Silver,,,
NEC IT Services Australia Pty Ltd,PLATINUM Partner,Services Specialist - Silver,25 Fairburn Avenue,02 62793839,aaron.ralph@necit.com.au
,,IT Operations Specialist - Gold,"Canberra, ACT 2600",,
,,Storage Specialist - Silver,02 99302000,,
,,Services Delivery Specialist - Silver,craig.singleton@necit.com.au,,
,,IT Management Specialist - Silver,,,
,,Networking Specialist - Silver,,,
